id,short_code,name,classification,type,size,color,description_main,description_extra,manufacturer,part_number
appliance_vacuum_cleaner_dyson_v6_precision_tool_dyson,,Appliance Vacuum Cleaner Dyson V6 Precision Tool Dyson,appliance,vacuum_cleaner,dyson_v6,,precision_tool,,dyson,
appliance_vacuum_cleaner_dyson_v7_dyson_v7,,Appliance Vacuum Cleaner Dyson V7 Dyson V7,appliance,vacuum_cleaner,dyson_v7,,,,dyson,v7
appliance_vacuum_cleaner_dyson_v8_dyson_v8,,Appliance Vacuum Cleaner Dyson V8 Dyson V8,appliance,vacuum_cleaner,dyson_v8,,,,dyson,v8
archive_business_mixed,,Archive Business Mixed,archive,business,,,mixed,,,
archive_family_mixed,,Archive Family Mixed,archive,family,,,mixed,,,
archive_mixed,,Archive Mixed,archive,,,,mixed,,,
archive_money_mixed,,Archive Money Mixed,archive,money,,,mixed,,,
archive_paper_mixed,,Archive Paper Mixed,archive,paper,,,mixed,,,
archive_personal_mixed,,Archive Personal Mixed,archive,personal,,,mixed,,,
archive_pin_mixed,,Archive Pin Mixed,archive,pin,,,mixed,,,
archive_sticker_mixed,,Archive Sticker Mixed,archive,sticker,,,mixed,,,
book_activity,,Book Activity,book,activity,,,,,,
book_activity_colouring,,Book Activity Colouring,book,activity,colouring,,,,,
book_activity_drawing,,Book Activity Drawing,book,activity,drawing,,,,,
book_activity_math,,Book Activity Math,book,activity,math,,,,,
book_activity_puzzle,,Book Activity Puzzle,book,activity,puzzle,,,,,
book_chapter,,Book Chapter,book,chapter,,,,,,
book_chapter_adult,,Book Chapter Adult,book,chapter,adult,,,,,
book_chapter_child,,Book Chapter Child,book,chapter,child,,,,,
book_chapter_dog,,Book Chapter Dog,book,chapter,dog,,,,,
book_chapter_princess,,Book Chapter Princess,book,chapter,princess,,,,,
book_chapter_roald_dahl,,Book Chapter Roald Dahl,book,chapter,roald_dahl,,,,,
book_chapter_teen,,Book Chapter Teen,book,chapter,teen,,,,,
book_cook,,Book Cook,book,cook,,,,,,
book_cook_child,,Book Cook Child,book,cook,child,,,,,
book_cook_dessert,,Book Cook Dessert,book,cook,dessert,,,,,
book_cook_fish,,Book Cook Fish,book,cook,fish,,,,,
book_cook_meat,,Book Cook Meat,book,cook,meat,,,,,
book_cook_vegan,,Book Cook Vegan,book,cook,vegan,,,,,
book_cook_vegetarian,,Book Cook Vegetarian,book,cook,vegetarian,,,,,
book_looking,,Book Looking,book,looking,,,,,,
book_looking_animals,,Book Looking Animals,book,looking,animals,,,,,
book_looking_food,,Book Looking Food,book,looking,food,,,,,
book_looking_foreign_language,,Book Looking Foreign Language,book,looking,foreign_language,,,,,
book_looking_musical_programme,,Book Looking Musical Programme,book,looking,musical_programme,,,,,
book_looking_nature,,Book Looking Nature,book,looking,nature,,,,,
book_looking_transport,,Book Looking Transport,book,looking,transport,,,,,
book_looking_vehicles,,Book Looking Vehicles,book,looking,vehicles,,,,,
book_on_the_way_out,,Book On The Way Out,book,on_the_way_out,,,,,,
book_picture,,Book Picture,book,picture,,,,,,
book_poetry,,Book Poetry,book,poetry,,,,,,
camera_cctv_dome_140_mm,,Camera Cctv Dome 140 mm,camera,cctv_dome,140_mm,,,,,
camping_kitchen_bowl,,Camping Kitchen Bowl,camping,kitchen,,bowl,,,,
camping_kitchen_cookware,,Camping Kitchen Cookware,camping,kitchen,,cookware,,,,
camping_kitchen_cup,,Camping Kitchen Cup,camping,kitchen,,cup,,,,
camping_kitchen_cutting_board,,Camping Kitchen Cutting Board,camping,kitchen,,cutting_board,,,,
camping_kitchen_knife,,Camping Kitchen Knife,camping,kitchen,,knife,,,,
camping_kitchen_plate,,Camping Kitchen Plate,camping,kitchen,,plate,,,,
camping_kitchen_utensils,,Camping Kitchen Utensils,camping,kitchen,,utensils,,,,
camping_sleeping_bag_double,,Camping Sleeping Bag Double,camping,sleeping_bag,,double,,,,
camping_sleeping_bag_single,,Camping Sleeping Bag Single,camping,sleeping_bag,,single,,,,
camping_tent_tent,,Camping Tent Tent,camping,tent,,tent,,,,
camping_tent_tent_peg,,Camping Tent Tent Peg,camping,tent,,tent_peg,,,,
card_game_magic_the_gathering,,Card Game Magic The Gathering,card_game,magic_the_gathering,,,,,,
card_game_pokemon,,Card Game Pokemon,card_game,pokemon,,,,,,
card_trading_sport_baseball,,Card Trading Sport Baseball,card_trading,sport_baseball,,,,,,
card_trading_sport_basketball,,Card Trading Sport Basketball,card_trading,sport_basketball,,,,,,
card_trading_sport_football_american,,Card Trading Sport Football American,card_trading,sport_football_american,,,,,,
card_trading_sport_football_soccer,,Card Trading Sport Football Soccer,card_trading,sport_football_soccer,,,,,,
card_trading_sport_hockey,,Card Trading Sport Hockey,card_trading,sport_hockey,,,,,,
category_aluminium_extrusion,,Category Aluminium Extrusion,category,aluminium_extrusion,,,,,,
category_aluminium_extrusion_2020,,Category Aluminium Extrusion 2020,category,aluminium_extrusion,2020,,,,,
category_aluminium_extrusion_2020_cubby_box,,Category Aluminium Extrusion 2020 Cubby Box,category,aluminium_extrusion,2020,,,cubby_box,,
category_aluminium_extrusion_2020_old,,Category Aluminium Extrusion 2020 Old,category,aluminium_extrusion,2020,,,old,,
category_aluminium_extrusion_2020_tote,,Category Aluminium Extrusion 2020 Tote,category,aluminium_extrusion,2020,,,tote,,
category_aluminium_extrusion_2020_to_sort,,Category Aluminium Extrusion 2020 To Sort,category,aluminium_extrusion,2020,,,to_sort,,
category_aluminium_extrusion_cubby_box,,Category Aluminium Extrusion Cubby Box,category,aluminium_extrusion,,,,cubby_box,,
category_aluminium_extrusion_old,,Category Aluminium Extrusion Old,category,aluminium_extrusion,,,,old,,
category_aluminium_extrusion_tote,,Category Aluminium Extrusion Tote,category,aluminium_extrusion,,,,tote,,
category_aluminium_extrusion_to_sort,,Category Aluminium Extrusion To Sort,category,aluminium_extrusion,,,,to_sort,,
category_appliance,,Category Appliance,category,appliance,,,,,,
category_appliance_cubby_box,,Category Appliance Cubby Box,category,appliance,,,,cubby_box,,
category_appliance_old,,Category Appliance Old,category,appliance,,,,old,,
category_appliance_tote,,Category Appliance Tote,category,appliance,,,,tote,,
category_appliance_to_sort,,Category Appliance To Sort,category,appliance,,,,to_sort,,
category_appliance_vacuum_cleaner,,Category Appliance Vacuum Cleaner,category,appliance,vacuum_cleaner,,,,,
category_appliance_vacuum_cleaner_cubby_box,,Category Appliance Vacuum Cleaner Cubby Box,category,appliance,vacuum_cleaner,,,cubby_box,,
category_appliance_vacuum_cleaner_dyson_v10,,Category Appliance Vacuum Cleaner Dyson V10,category,appliance,vacuum_cleaner,dyson_v10,,,,
category_appliance_vacuum_cleaner_dyson_v10_cubby_box,,Category Appliance Vacuum Cleaner Dyson V10 Cubby Box,category,appliance,vacuum_cleaner,dyson_v10,,cubby_box,,
category_appliance_vacuum_cleaner_dyson_v10_old,,Category Appliance Vacuum Cleaner Dyson V10 Old,category,appliance,vacuum_cleaner,dyson_v10,,old,,
category_appliance_vacuum_cleaner_dyson_v10_tote,,Category Appliance Vacuum Cleaner Dyson V10 Tote,category,appliance,vacuum_cleaner,dyson_v10,,tote,,
category_appliance_vacuum_cleaner_dyson_v10_to_sort,,Category Appliance Vacuum Cleaner Dyson V10 To Sort,category,appliance,vacuum_cleaner,dyson_v10,,to_sort,,
category_appliance_vacuum_cleaner_dyson_v11,,Category Appliance Vacuum Cleaner Dyson V11,category,appliance,vacuum_cleaner,dyson_v11,,,,
